Default Channel Grouping,Date,Sessions
Email,6/3/2017,1520.00
Email,5/23/2017,1495.00
Email,5/19/2017,1482.00
Email,5/21/2017,1482.00
(Other),1/5/2017,735.00
Email,11/2/2016,1470.00
Email,6/26/2017,1470.00
Display,4/18/2017,3642.00
Email,10/28/2016,1457.00
Email,5/24/2017,1457.00
Email,10/23/2016,1444.00
Email,6/6/2017,1444.00
Email,6/23/2017,1444.00
Display,7/15/2017,3580.00
Email,10/9/2016,1432.00
(Other),11/20/2016,710.00
(Other),1/4/2017,710.00
Email,6/7/2017,1419.00
Email,6/9/2017,1419.00
Email,6/17/2017,1419.00
(Other),11/19/2016,703.00
Email,8/6/2017,1407.00
Email,6/21/2017,1382.00
Email,6/22/2017,1382.00
(Other),11/18/2016,685.00
Display,4/19/2017,3423.00
Email,10/22/2016,1369.00
(Other),1/1/2018,678.00
Email,6/4/2017,1356.00
Display,7/22/2017,3360.00
Email,6/1/2017,1344.00
(Other),11/30/2016,666.00
Email,5/20/2017,1331.00
Email,6/8/2017,1331.00
Email,7/30/2017,1331.00
(Other),1/7/2017,659.00
Email,5/26/2017,1319.00
Email,10/21/2016,1306.00
Email,5/27/2017,1306.00
Email,6/18/2017,1306.00
Email,6/28/2017,1294.00
Email,6/29/2017,1294.00
Email,7/6/2017,1294.00
(Other),11/25/2016,641.00
Email,7/29/2017,1281.00
(Other),11/23/2016,634.00
(Other),1/9/2017,634.00
Display,4/20/2017,3171.00
(Other),11/22/2016,628.00
(Other),11/29/2016,615.00
(Other),1/1/2017,615.00
Display,7/20/2017,3077.00
Email,10/29/2016,1231.00
(Other),1/20/2017,609.00
(Other),1/23/2017,603.00
(Other),12/29/2016,597.00
(Other),1/2/2018,597.00
Email,6/10/2017,1193.00
(Other),1/12/2017,590.00
(Other),1/16/2017,590.00
(Other),12/22/2016,584.00
Email,10/27/2016,1168.00
Email,6/11/2017,1168.00
(Other),1/19/2017,578.00
Email,7/13/2017,1156.00
Display,7/17/2017,2857.00
Email,6/30/2017,1143.00
Email,7/12/2017,1143.00
(Other),1/18/2017,565.00
Email,7/10/2017,1130.00
(Other),1/17/2017,559.00
Email,6/24/2017,1118.00
Email,7/5/2017,1105.00
(Other),1/26/2017,540.00
Email,6/2/2017,1080.00
Email,7/2/2017,1080.00
Email,7/11/2017,1080.00
Email,7/17/2017,1080.00
(Other),12/23/2016,534.00
(Other),1/13/2017,534.00
Display,7/18/2017,2669.00
(Other),1/3/2018,528.00
Display,7/23/2017,2638.00
Email,6/27/2017,1042.00
(Other),1/15/2017,515.00
Display,4/23/2017,2575.00
Display,7/21/2017,2575.00
Email,7/7/2017,1030.00
(Other),11/24/2016,509.00
(Other),11/26/2016,502.00
(Other),11/27/2016,496.00
Email,7/18/2017,992.00
Display,4/21/2017,2449.00
Email,7/16/2017,980.00
(Other),1/24/2017,484.00
Display,7/19/2017,2418.00
Email,6/25/2017,955.00
Email,7/3/2017,955.00
(Other),1/4/2018,471.00
(Other),1/21/2017,465.00
Email,7/8/2017,929.00
Email,7/9/2017,929.00
Email,7/1/2017,917.00
Display,7/16/2017,2261.00
(Other),12/24/2016,440.00
(Other),1/14/2017,440.00
(Other),1/22/2017,440.00
(Other),1/27/2017,440.00
(Other),1/25/2017,433.00
Display,4/27/2017,2135.00
(Other),12/25/2016,408.00
(Other),1/8/2017,408.00
Display,4/24/2017,2041.00
Email,10/26/2016,816.00
Email,7/22/2017,816.00
Display,4/22/2017,2010.00
Email,7/15/2017,804.00
Email,7/19/2017,804.00
Email,7/14/2017,791.00
(Other),1/29/2017,389.00
(Other),1/5/2018,389.00
Email,7/4/2017,779.00
(Other),1/30/2017,383.00
(Other),12/30/2016,377.00
Email,7/21/2017,754.00
Email,7/23/2017,741.00
(Other),12/31/2016,364.00
(Other),1/7/2018,358.00
Display,4/25/2017,1727.00
Email,7/20/2017,666.00
Display,5/3/2017,1539.00
Display,4/26/2017,1507.00
Display,4/28/2017,1444.00
(Other),1/6/2018,283.00
Display,4/29/2017,1382.00
Display,5/1/2017,1350.00
Email,10/25/2016,528.00
(Other),2/1/2017,251.00
Display,5/4/2017,1162.00
Display,5/14/2017,1162.00
Display,5/2/2017,1130.00
Display,5/8/2017,1130.00
(Other),1/28/2017,220.00
(Other),2/2/2017,214.00
(Other),1/31/2017,207.00
(Other),2/3/2017,195.00
Display,5/10/2017,973.00
Display,4/30/2017,942.00
Display,12/3/2016,911.00
Display,5/6/2017,879.00
Display,5/16/2017,816.00
(Other),2/5/2017,157.00
Display,5/11/2017,785.00
Display,12/2/2016,754.00
(Other),2/6/2017,144.00
Display,12/4/2016,691.00
Display,5/25/2017,691.00
Display,11/3/2016,628.00
Display,5/13/2017,628.00
Display,5/5/2017,597.00
Display,5/9/2017,597.00
Display,5/23/2017,597.00
Display,11/24/2016,565.00
Display,11/28/2016,565.00
Display,12/1/2016,565.00
Display,5/12/2017,565.00
Display,5/15/2017,565.00
Display,5/18/2017,565.00
Display,5/17/2017,534.00
Display,5/22/2017,534.00
(Other),2/4/2017,100.00
Display,11/26/2016,502.00
Display,5/7/2017,502.00
Display,11/27/2016,471.00
Display,11/30/2016,471.00
Display,12/5/2016,471.00
Display,1/15/2017,471.00
Display,1/4/2017,408.00
Display,1/10/2017,408.00
Display,5/20/2017,408.00
Display,1/27/2017,377.00
Display,2/2/2017,377.00
Display,5/19/2017,377.00
Display,5/21/2017,377.00
Display,11/29/2016,345.00
Display,1/14/2017,345.00
Display,1/21/2017,345.00
Display,1/29/2017,345.00
Display,2/6/2017,345.00
Display,2/8/2017,345.00
Display,11/23/2016,314.00
Display,11/25/2016,314.00
Display,12/28/2016,314.00
Display,1/7/2017,314.00
Display,1/19/2017,314.00
Display,11/4/2016,283.00
Display,12/20/2016,283.00
Display,1/3/2017,283.00
Display,1/20/2017,283.00
Display,2/1/2017,283.00
Display,2/4/2017,283.00
Display,2/15/2017,283.00
Display,5/24/2017,283.00
Display,1/31/2017,251.00
Display,2/3/2017,251.00
(Other),10/22/2016,44.00
Display,11/18/2016,220.00
Display,12/11/2016,220.00
Display,12/27/2016,220.00
Display,1/1/2017,220.00
Display,1/6/2017,220.00
Display,1/9/2017,220.00
Display,1/30/2017,220.00
Display,2/14/2017,220.00
(Other),11/5/2016,38.00
Display,11/12/2016,188.00
Display,12/17/2016,188.00
Display,12/26/2016,188.00
Display,1/13/2017,188.00
Display,1/16/2017,188.00
Display,2/5/2017,188.00
Display,2/11/2017,188.00
(Other),10/3/2016,31.00
(Other),10/4/2016,31.00
(Other),10/8/2016,31.00
Display,11/17/2016,157.00
Display,12/7/2016,157.00
Display,12/18/2016,157.00
Display,1/2/2017,157.00
Display,1/11/2017,157.00
Display,1/12/2017,157.00
Display,1/22/2017,157.00
Display,1/26/2017,157.00
Display,2/10/2017,157.00
Display,2/13/2017,157.00
(Other),10/5/2016,25.00
(Other),11/3/2016,25.00
(Other),11/6/2016,25.00
Display,10/11/2016,126.00
Display,10/17/2016,126.00
Display,11/1/2016,126.00
Display,11/7/2016,126.00
Display,11/10/2016,126.00
Display,11/13/2016,126.00
Display,11/16/2016,126.00
Display,11/19/2016,126.00
Display,11/21/2016,126.00
Display,12/9/2016,126.00
Display,12/10/2016,126.00
Display,12/19/2016,126.00
Display,12/30/2016,126.00
Display,1/5/2017,126.00
Display,1/8/2017,126.00
Display,1/17/2017,126.00
Display,1/18/2017,126.00
Display,1/28/2017,126.00
(Other),10/7/2016,19.00
(Other),10/10/2016,19.00
(Other),10/31/2016,19.00
(Other),11/1/2016,19.00
(Other),11/2/2016,19.00
Display,10/5/2016,94.00
Display,10/12/2016,94.00
Display,10/30/2016,94.00
Display,11/5/2016,94.00
Display,11/6/2016,94.00
Display,11/8/2016,94.00
Display,11/9/2016,94.00
Display,11/22/2016,94.00
Display,12/6/2016,94.00
Display,12/12/2016,94.00
Display,12/13/2016,94.00
Display,12/14/2016,94.00
Display,12/16/2016,94.00
Display,12/23/2016,94.00
Display,12/25/2016,94.00
Display,12/31/2016,94.00
Display,1/24/2017,94.00
Display,1/25/2017,94.00
Display,2/7/2017,94.00
Display,2/9/2017,94.00
(Other),10/9/2016,13.00
(Other),10/11/2016,13.00
(Other),10/23/2016,13.00
Display,10/6/2016,63.00
Display,10/13/2016,63.00
Display,10/15/2016,63.00
Display,10/29/2016,63.00
Display,10/31/2016,63.00
Display,11/2/2016,63.00
Display,11/11/2016,63.00
Display,11/15/2016,63.00
Display,12/8/2016,63.00
Display,12/24/2016,63.00
Display,2/12/2017,63.00
(Other),10/1/2016,6.00
(Other),10/6/2016,6.00
(Other),10/12/2016,6.00
(Other),10/16/2016,6.00
(Other),10/18/2016,6.00
(Other),10/24/2016,6.00
(Other),10/26/2016,6.00
(Other),10/30/2016,6.00
(Other),11/4/2016,6.00
Display,10/1/2016,31.00
Display,10/2/2016,31.00
Display,10/3/2016,31.00
Display,10/4/2016,31.00
Display,10/9/2016,31.00
Display,10/10/2016,31.00
Display,10/14/2016,31.00
Display,10/16/2016,31.00
Display,10/18/2016,31.00
Display,10/19/2016,31.00
Display,10/22/2016,31.00
Display,10/23/2016,31.00
Display,10/24/2016,31.00
Display,10/27/2016,31.00
Display,11/14/2016,31.00
Display,11/20/2016,31.00
Display,12/22/2016,31.00
Display,12/29/2016,31.00
Display,1/23/2017,31.00
